##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): June 2, 2015, 12:40 a.m.
## Download Date (Y/M/D): 2015/06/05
##
## Query String: {&quot;sort&quot;:&quot;p&quot;,&quot;inclNoJust&quot;:true,&quot;etvlong&quot;:true,&quot;campaign&quot;:[&quot;-2&quot;],&quot;inclFPlinked&quot;:true,&quot;inclHasSource&quot;:true,&quot;kics&quot;:[],&quot;cols&quot;:[&quot;pdepth&quot;,&quot;scdata&quot;,&quot;bjd0&quot;,&quot;glat&quot;,&quot;morph&quot;,&quot;swidth&quot;,&quot;ra&quot;,&quot;lcdata&quot;,&quot;figs&quot;,&quot;flags&quot;,&quot;sep&quot;,&quot;sigma&quot;,&quot;sdepth&quot;,&quot;keff&quot;,&quot;kic&quot;,&quot;p&quot;,&quot;pwidth&quot;,&quot;dec&quot;,&quot;kmag&quot;,&quot;glon&quot;],&quot;etvshort&quot;:true,&quot;inclFPnotlinked&quot;:true,&quot;incat1&quot;:true,&quot;inclHasJust&quot;:true,&quot;inclNoSource&quot;:true,&quot;kois&quot;:[]}
##
#KIC,period,bjd0,pdepth,sdepth,pwidth,swidth,sep,sigma,morph,Teff,kmag,RA,DEC,GLon,GLat,SC,
3656322,3.6636138,54956.390031,0.0619,-1.0000,0.0643,-1.0000,1.0000,0.0243,0.56,5075.0000,13.0610,294.1603,38.7674,72.2832,8.6004,False,
6182019,3.6649654,55003.801005,0.0968,-1.0000,0.0399,-1.0000,1.0000,0.0020,0.29,5504.0000,15.6430,282.6849,41.5880,71.1858,17.7400,False,
8196180,3.6716611,54954.075157,0.1285,0.0412,0.0409,0.0406,0.4035,0.0012,0.31,7114.0000,12.8140,300.6358,44.0534,79.3405,6.9950,True,
3115480,3.6937025,54968.194275,0.0239,0.0126,0.0343,0.0348,0.5007,0.0006,0.28,5961.0000,14.4690,291.1932,38.2447,70.7346,10.4255,False,
5022440,3.6939503,54966.608467,0.0265,0.0073,0.0240,0.0252,0.4998,0.0006,0.18,5719.0000,15.2860,294.9026,40.1700,73.8076,8.7570,False,
10294608,3.7089843,54956.218283,0.4525,0.3546,0.0462,0.0414,0.4996,0.0104,0.37,5603.0000,13.3440,298.7363,47.3774,81.5534,9.8260,False,
4276114,3.7224071,55003.790770,0.0535,0.0032,0.0247,0.0285,0.5010,0.0008,0.17,5524.0000,15.6910,294.8551,39.3053,73.0204,8.3789,False,
6205460,3.7228320,54956.455222,0.6234,0.1338,0.1293,0.1188,0.5031,0.0254,0.58,5242.0000,12.7460,291.9803,41.5594,74.0318,11.3579,True,
6200709,3.7235300,55001.482059,0.0301,-1.0000,0.0376,-1.0000,1.0000,0.0012,0.30,5794.0000,16.7200,290.4167,41.5258,73.4792,12.3963,False,
10863286,3.7238667,54955.434620,-0.0002,-1.0000,0.1059,-1.0000,1.0000,0.0004,-1.00,7071.0000,12.9660,292.7082,48.2070,80.3896,13.7987,False,
5294739,3.7359951,54968.063439,0.6402,0.1931,0.1401,0.1333,0.5067,0.0197,0.59,5068.0000,13.9300,296.8372,40.4731,74.7945,7.6110,True,
11913071,3.7478351,54955.943496,0.1903,0.0471,0.0503,0.0506,0.4986,0.0008,0.37,8329.0000,9.5320,291.0614,50.2554,81.8508,15.6304,True,
11913012,3.7478484,54967.184764,0.0004,-1.0000,0.0496,-1.0000,1.0000,0.0003,0.35,5883.0000,14.7630,291.0225,50.2591,81.8439,15.6546,False,
4758368,3.7499354,54958.206761,0.0362,0.0346,0.0902,0.0868,0.4979,0.0010,0.57,4594.0000,10.8050,294.9364,39.8525,73.5373,8.5836,True,
11774013,3.7562477,55000.572627,0.0008,-1.0000,0.3591,-1.0000,1.0000,0.0003,-1.00,-1.0000,13.8600,296.8993,49.9163,83.2223,12.1138,False,
6367628,3.7796922,54957.352101,0.3790,0.1478,0.1298,0.1213,0.4990,0.0102,0.59,5185.0000,13.0350,292.9853,41.7169,74.5180,10.7569,False,
9005854,3.7804542,54968.458209,0.1547,-1.0000,0.0338,-1.0000,1.0000,0.0240,0.27,5190.0000,15.5690,285.0313,45.3805,75.5406,17.5102,False,
5802470,3.7918726,54967.133705,0.2145,0.0624,0.0341,0.0334,0.4991,0.0075,0.26,5418.0000,13.7640,295.1563,41.0526,74.6866,9.0057,False,
9291368,3.7964798,55002.319217,0.5332,0.0918,0.0938,0.0942,0.5009,0.0039,0.53,7889.0000,14.0050,295.8262,45.7876,79.1577,10.8115,False,
6628237,3.8401292,54968.139103,0.0555,-1.0000,0.0275,-1.0000,1.0000,0.0007,0.19,5679.0000,14.4790,297.4710,42.0879,76.4499,7.9911,False,
7212066,3.8404858,55186.355299,0.0363,0.0078,0.0279,0.0278,0.5020,0.0006,0.20,5504.0000,15.2600,295.2117,42.7863,76.2551,9.7886,False,
9411943,3.8440226,54967.087833,0.0095,0.0041,0.0270,0.0290,0.4946,0.0003,0.22,5656.0000,14.7380,294.9418,45.9296,78.9940,11.4229,False,
3544694,3.8457000,5500.426884,0.0982,0.0526,0.0360,0.0369,0.4998,0.0047,0.29,6172.0000,15.9250,291.4463,38.6398,71.1841,10.4243,False,
3861595,3.8493669,54959.728108,0.0013,-1.0000,0.0293,-1.0000,1.0000,0.0001,0.21,6054.0000,11.4320,294.3566,38.9474,72.5166,8.5502,True,
6863840,3.8527339,54964.745869,0.3971,0.3466,0.0339,0.0337,0.5001,0.0033,0.30,5024.0000,15.1380,292.0549,42.3350,74.7665,11.6515,False,
9166862,3.8555993,55003.679731,0.0170,-1.0000,0.0385,-1.0000,1.0000,0.0006,0.28,5714.0000,15.2720,296.3932,45.5686,79.1517,10.3589,False,
4815612,3.8568000,54999.315013,0.1853,0.1305,0.0379,0.0410,0.5009,0.0028,0.32,6387.0000,15.1750,284.5212,39.9507,70.1313,15.8439,False,
9028024,3.8578630,54968.566213,0.0330,0.0210,0.2892,0.2354,0.5015,0.0027,0.86,5494.0000,14.4260,294.0102,45.3746,78.1866,11.7492,False,
10155080,3.8609029,54957.048137,0.0633,0.0392,0.0342,0.0365,0.4990,0.0005,0.29,5830.0000,13.0170,296.6986,47.1377,80.6584,10.9192,True,
4474637,3.8867254,55002.994300,0.2844,0.0684,0.1265,0.1272,0.4987,0.0066,0.58,-1.0000,16.8100,294.3408,39.5631,73.0603,8.8508,False,
4174507,3.8918250,54966.039640,0.0113,0.0072,0.0279,0.0272,0.5005,0.0006,0.24,5723.0000,15.4390,295.4739,39.2138,73.1705,7.9143,False,
5285607,3.8994011,54959.576010,0.0412,0.0409,0.0394,0.0346,0.4994,0.0004,0.36,6235.0000,11.4190,294.7722,40.4596,74.0184,8.9815,True,
3231120,3.9000900,55001.478119,0.0806,-1.0000,0.0348,-1.0000,1.0000,0.0040,0.25,5555.0000,16.5970,290.3444,38.3771,70.5563,11.0816,False,
5370302,3.9043269,54967.350725,0.0167,-1.0000,0.0417,-1.0000,1.0000,0.0005,0.30,5606.0000,15.0160,294.0568,40.5497,73.8407,9.5043,True,
7940533,3.9055972,54954.626008,0.0703,-1.0000,0.0707,-1.0000,1.0000,0.0013,0.44,5326.0000,12.8620,283.0663,43.7436,73.4106,18.2379,True,
9392702,3.9093145,54964.893911,0.0959,0.0352,0.0491,0.0552,0.5006,0.0013,0.37,6170.0000,14.6180,286.0696,45.9006,76.3252,17.0243,False,
3241344,3.9126783,54966.428168,0.2829,0.0155,0.0330,0.0473,0.4989,0.0018,0.23,5422.0000,14.7560,293.0165,38.3185,71.4596,9.1831,False,
7377033,3.9136205,54968.471285,0.0214,0.0213,0.0246,0.0190,0.5000,0.0006,0.20,5081.0000,15.5330,295.8354,42.9431,76.6148,9.4602,False,
11867071,3.9638500,54999.717143,0.0242,0.0035,0.0296,0.0283,0.5465,0.0003,0.20,6403.0000,14.2810,293.4839,50.1251,82.3988,14.1669,False,
3973002,3.9841974,54967.882431,0.0703,0.0574,0.0389,0.0397,0.5006,0.0014,0.34,5740.0000,14.9850,296.0021,39.0005,73.1820,7.4524,False,
10346522,3.9891420,54965.571148,0.6184,0.1779,0.1338,0.1246,0.5014,0.0118,0.59,5286.0000,14.4040,294.4834,47.4527,80.2333,12.3967,False,
6545018,3.9914603,54965.835642,0.2783,0.2202,0.0528,0.0570,0.5013,0.0011,0.42,5594.0000,13.7480,297.8138,41.9631,76.4678,7.7081,False,
7041856,4.0006688,54999.450276,-0.0019,-1.0000,0.1247,-1.0000,1.0000,0.0003,-1.00,6672.0000,11.9780,294.2317,42.5901,75.7377,10.3343,False,
8504570,4.0077046,54955.777160,0.1707,0.0577,0.0454,0.0445,0.4986,0.0034,0.35,6874.0000,13.2510,295.2369,44.5077,77.8086,10.5796,True,
3427776,4.0166817,54967.239974,0.0339,0.0101,0.0216,0.0207,0.5012,0.0009,0.17,5292.0000,15.3710,286.4526,38.5383,69.3937,13.9143,False,
8242681,4.0206290,54966.637566,0.0211,-1.0000,0.0408,-1.0000,1.0000,0.0009,0.30,5961.0000,15.4720,295.0393,44.1911,77.4567,10.5570,False,
8234477,4.0286719,54966.956865,0.1257,0.0635,0.0774,0.0794,0.5011,0.0011,0.50,6071.0000,13.7750,292.2294,44.1608,76.4998,12.3409,False,
3097352,4.0298400,54999.654921,0.0309,-1.0000,0.0409,-1.0000,1.0000,0.0023,0.30,5760.0000,16.9360,285.6870,38.2612,68.8840,14.3531,False,
7695093,4.0327680,54966.300360,0.1134,-1.0000,0.0367,-1.0000,1.0000,0.0028,0.27,5706.0000,13.8610,295.8085,43.3031,76.9264,9.6488,False,
9835416,4.0366052,54957.446497,0.0032,0.0015,0.1618,0.4616,0.3878,0.0004,-1.00,6994.0000,13.3380,293.6965,46.6205,79.2253,12.5031,False,
5021174,4.0450540,55001.636952,0.1836,0.0319,0.0284,0.0340,0.4988,0.0057,0.20,-1.0000,17.7050,294.5880,40.1671,73.6901,8.9675,False,
4247791,4.0497388,54954.776327,0.0028,-1.0000,0.0190,-1.0000,1.0000,0.0278,0.23,-1.0000,11.2600,287.1648,39.3769,70.4143,13.7474,True,
11403216,4.0532529,55186.619762,0.1019,0.0027,0.0368,0.0399,0.4975,0.0008,0.27,5757.0000,15.5370,292.0269,49.2072,81.1271,14.6303,False,
10149845,4.0563659,55001.089236,0.0451,0.0241,0.3067,0.2657,0.4929,0.0049,0.85,-1.0000,12.1030,295.0444,47.1964,80.1765,11.9415,False,
9881258,4.0570249,54955.695831,0.1238,0.1190,0.0441,0.0387,0.5001,0.0059,0.37,5845.0000,13.2810,287.1256,46.7335,77.4168,16.6582,False,
4059656,4.0593977,54966.709590,0.0003,-1.0000,0.1794,-1.0000,1.0000,0.0002,0.79,-1.0000,11.7160,292.2048,39.1993,71.9616,10.1484,False,
8621026,4.0594287,54954.009536,0.2526,0.0423,0.0477,0.0571,0.4999,0.0012,0.35,6375.0000,13.3740,290.4284,44.7873,76.5160,13.7705,False,
10480952,4.0749064,54954.364164,0.2584,0.2592,0.0459,0.0432,0.5019,0.0004,0.39,-1.0000,12.2200,295.8046,47.6709,80.8488,11.7037,True,
8230809,4.0783467,54973.317215,0.0367,-1.0000,0.0659,-1.0000,1.0000,0.0007,0.43,5618.0000,14.9360,290.8917,44.1689,76.0826,13.2099,False,
4247791,4.1008708,54956.035723,0.1222,0.0995,0.0661,0.0678,0.4998,0.0008,0.48,-1.0000,11.2600,287.1648,39.3769,70.4143,13.7474,True,
2162994,4.1015955,54965.631653,0.3427,0.3019,0.0514,0.0530,0.4997,0.0029,0.42,5410.0000,14.1620,292.0580,37.5921,70.4545,9.5227,False,
11147460,4.1077356,54965.942823,0.0047,0.0042,0.0425,0.0433,0.5007,0.0006,0.37,4855.0000,13.9120,296.2050,48.7668,81.9670,11.9767,False,
10935310,4.1287955,54957.321310,0.1469,-1.0000,0.0245,-1.0000,1.0000,0.0053,0.17,5669.0000,13.1000,297.9159,48.3321,82.1252,10.7735,False,
5610698,4.1325280,54965.891300,0.1782,0.0556,0.0688,0.1104,0.5082,0.0079,0.54,6247.0000,13.8940,288.9207,40.8813,72.3922,13.1435,False,
10031409,4.1438796,54957.548369,0.1895,0.1810,0.0406,0.0374,0.5011,0.0021,0.35,5905.0000,13.5530,298.6849,46.9500,81.1591,9.6446,False,
5080652,4.1443566,54968.166959,0.3184,0.1724,0.0374,0.0406,0.4990,0.0021,0.30,5344.0000,15.0800,285.0204,40.2985,70.6168,15.6241,False,
11231334,4.1574813,54993.020330,0.0008,-1.0000,0.0583,-1.0000,1.0000,0.0002,0.44,6278.0000,9.8870,284.5418,48.9613,78.9518,19.0735,True,
3543270,4.1769294,54966.195961,0.0617,0.0219,0.0433,0.0395,0.5010,0.0025,0.32,5288.0000,15.2200,291.0576,38.6453,71.0518,10.6987,False,
5858519,4.1825000,55000.473253,0.1835,-1.0000,0.0555,-1.0000,1.0000,0.0013,0.39,5933.0000,14.7400,285.1034,41.1125,71.4233,15.8772,False,
8972908,4.2001251,55092.589740,0.0007,-1.0000,0.2266,-1.0000,1.0000,0.0004,0.99,6207.0000,12.5800,297.8737,45.2454,79.3746,9.2928,False,
9446824,4.2023346,55004.107067,0.0492,-1.0000,0.0378,-1.0000,1.0000,0.0008,0.28,5921.0000,15.6530,282.1844,46.0069,75.4378,19.5927,True,
10924853,4.2048088,54965.286281,0.0021,0.0020,0.0121,0.0129,0.5022,0.0005,0.09,5745.0000,15.6420,294.0217,48.3904,80.9515,13.0926,False,
8095099,4.2064786,54965.867114,0.2661,0.2490,0.0582,0.0575,0.5002,0.0036,0.45,5834.0000,14.1690,290.9106,43.9295,75.8661,13.0958,False,
7919653,4.2104773,54965.674654,0.1043,0.0834,0.0444,0.0430,0.4999,0.0034,0.37,5679.0000,13.7960,299.9373,43.6271,78.7102,7.2054,False,
10091110,4.2185174,55185.867931,0.0241,-1.0000,0.0343,-1.0000,1.0000,0.0020,0.25,5943.0000,15.2320,297.4663,47.0232,80.8109,10.4054,False,
6849046,4.2253850,54966.334555,0.0081,-1.0000,0.0317,-1.0000,1.0000,0.0002,0.22,5491.0000,14.0140,287.1306,42.3502,73.2153,14.9630,True,
7838639,4.2263951,54965.330223,0.0599,0.0551,0.0287,0.0282,0.5001,0.0026,0.27,5959.0000,13.7740,296.9144,43.5195,77.5099,9.0482,False,
3327980,4.2310217,54967.106634,0.4274,0.3188,0.0563,0.0587,0.4991,0.0009,0.43,7321.0000,12.1190,287.1761,38.4335,69.5321,13.3543,False,
6939670,4.2388552,54968.201068,0.0652,0.0256,0.0423,0.0430,0.5002,0.0021,0.33,5436.0000,14.8580,288.9649,42.4694,73.8922,13.7719,False,
8893936,4.2444799,54968.941651,0.2042,0.1712,0.0979,0.0621,0.5064,0.0168,0.69,4697.0000,13.9730,294.7471,45.1382,78.2135,11.1798,False,
4037428,4.2647283,54955.403778,0.0218,-1.0000,0.0191,-1.0000,1.0000,0.0002,0.14,5780.0000,12.8730,285.1450,39.1870,69.5920,15.1062,True,
9520700,4.2736689,54966.617453,0.3357,0.1686,0.0398,0.0387,0.4991,0.0101,0.31,5595.0000,14.9020,289.3382,46.1528,77.4779,15.0279,False,
9940565,4.2786538,54968.058951,0.0057,0.0048,0.0237,0.0226,0.4998,0.0003,0.21,4593.0000,14.7080,286.2564,46.8927,77.3402,17.2696,False,
7287391,4.2860997,55186.181528,0.1761,0.0153,0.0208,0.0434,0.4998,0.0051,0.14,-1.0000,15.2950,293.4636,42.8841,75.7407,10.9705,False,
5024292,4.3010324,55466.368741,0.1791,0.1409,0.0437,0.0474,0.5072,0.0010,0.37,6147.0000,14.5730,295.3002,40.1834,73.9657,8.4960,False,
8098300,4.3059177,54956.737583,0.3418,0.2357,0.0433,0.0460,0.5034,0.0012,0.36,6275.0000,12.8170,292.0587,43.9252,76.2280,12.3481,True,
11046124,4.3074087,55002.519685,0.0165,0.0154,0.2533,0.2632,0.5309,0.0013,0.95,8809.0000,14.4170,298.5023,48.5419,82.5046,10.5360,False,
9532421,4.3091260,55002.179801,0.0204,-1.0000,0.0183,-1.0000,1.0000,0.0012,0.14,4720.0000,16.7700,294.2919,46.1620,78.9949,11.9302,False,
6629332,4.3105565,54968.730786,0.0195,0.0173,0.0184,0.0220,0.4999,0.0004,0.18,5452.0000,13.9970,297.7071,42.0474,76.5019,7.8188,True,
3973504,4.3187277,55003.478168,0.0557,0.0143,0.0234,0.0279,0.5009,0.0010,0.18,5663.0000,15.6900,296.0951,39.0554,73.2658,7.4160,False,
4149684,4.3208494,55004.304360,0.0745,0.0129,0.0337,0.0335,0.5045,0.0016,0.25,-1.0000,13.9280,289.5023,39.2116,71.0343,12.0344,False,
3127817,4.3271394,54955.117734,0.0581,0.0514,0.0644,0.0582,0.5017,0.0012,0.48,6504.0000,12.1550,293.9997,38.2323,71.7458,8.4598,True,
5343976,4.3313919,54954.732569,0.2059,-1.0000,0.0315,-1.0000,1.0000,0.0100,0.22,-1.0000,12.6120,285.0857,40.5276,70.8563,15.6661,False,
4275739,4.3436563,55088.178957,0.0415,0.0369,0.0268,0.0271,0.5001,0.0009,0.25,5435.0000,15.5800,294.7739,39.3338,73.0156,8.4477,False,
7907688,4.3448368,55000.020979,0.0009,-1.0000,0.2303,-1.0000,1.0000,0.0007,-1.00,6121.0000,14.7540,297.0531,43.6438,77.6694,9.0209,False,
8328376,4.3459671,55000.221037,0.0014,-1.0000,0.1864,-1.0000,1.0000,0.0004,-1.00,6369.0000,11.9360,300.3823,44.2801,79.4406,7.2681,False,
5648449,4.3488637,54960.906937,0.0005,-1.0000,0.0274,-1.0000,1.0000,0.0001,0.24,-1.0000,10.6800,298.8041,40.8436,75.8688,6.5033,True,
9002237,4.3500882,54967.799459,0.0220,-1.0000,0.0229,-1.0000,1.0000,0.0005,0.15,5772.0000,14.8550,283.1891,45.3642,75.0458,18.7160,False,
5181804,4.3505000,55000.068988,0.0416,-1.0000,0.0229,-1.0000,1.0000,0.0010,0.16,6363.0000,15.9290,290.2283,40.3554,72.3354,12.0215,False,
8957954,4.3598503,54967.308458,0.2306,0.2381,0.0424,0.0383,0.5014,0.0031,0.36,5845.0000,13.9600,293.6859,45.2386,77.9576,11.8914,False,
10275074,4.3628836,54999.250399,0.0840,0.0828,0.0361,0.0353,0.5000,0.0006,0.33,6354.0000,14.1820,292.2677,47.3948,79.5037,13.7177,False,
2441161,4.3839800,55004.684524,0.0942,0.0633,0.0242,0.0217,0.4983,0.0015,0.22,5112.0000,16.6540,290.9384,37.7012,70.1489,10.3636,False,
5768927,4.3905116,54956.769334,0.0462,-1.0000,0.0234,-1.0000,1.0000,0.0005,0.16,5799.0000,13.2090,283.2617,41.0845,70.8569,17.1547,False,
7033748,4.3927102,54968.713070,0.2826,0.2368,0.0694,0.0716,0.4999,0.0015,0.49,6202.0000,13.6850,291.8437,42.5585,74.9013,11.8899,False,
10491031,4.3981385,54957.266300,0.2071,0.2072,0.0538,0.0496,0.5016,0.0005,0.42,-1.0000,13.2450,298.7772,47.6554,81.8124,9.9397,False,
9655187,4.4162465,54953.965948,0.0146,0.0110,0.2271,0.1890,0.5095,0.0007,0.81,7856.0000,11.5170,294.2675,46.3022,79.1149,12.0087,True,
12268220,4.4215773,54954.124718,0.0806,0.0217,0.0552,0.0540,0.4504,0.0045,0.54,7826.0000,11.4250,296.4907,50.9059,83.9950,12.8049,True,
6521542,4.4257541,54965.681641,0.3862,0.3411,0.0326,0.0345,0.5002,0.0041,0.31,5880.0000,14.2800,291.5281,41.9160,74.2066,11.8179,False,
4547480,4.4269474,54966.563088,0.0027,-1.0000,0.0151,-1.0000,1.0000,0.0007,0.12,5335.0000,15.4690,287.1381,39.6736,70.6849,13.8866,False,
8301013,4.4280594,54957.310989,0.3581,0.3181,0.0453,0.0440,0.5028,0.0020,0.38,6479.0000,13.3000,292.2967,44.2806,76.6317,12.3500,False,
8868650,4.4471300,54958.000589,0.2477,0.1192,0.1398,0.1305,0.5016,0.0169,0.62,4991.0000,11.9390,284.3976,45.1289,75.1263,17.8366,True,
8868649,4.4474582,55731.793520,0.0002,-1.0000,0.1407,-1.0000,1.0000,0.0002,0.62,5268.0000,14.0160,284.3966,45.1360,75.1330,17.8398,False,
5816806,4.4554359,55003.096188,0.1091,0.0538,0.0401,0.0444,0.5004,0.0017,0.32,-1.0000,17.0460,298.3380,41.0753,75.8908,6.9242,False,
11252617,4.4781198,55006.173228,0.1156,0.0039,0.0275,0.0295,0.5013,0.0009,0.18,6089.0000,15.5340,295.6914,48.9038,81.9314,12.3398,False,
4285087,4.4860312,54966.450124,0.2588,0.2430,0.0326,0.0340,0.4989,0.0025,0.31,5950.0000,12.7850,296.6488,39.3186,73.7087,7.1701,False,
11197126,4.4948088,54954.270462,0.0001,-1.0000,0.0322,-1.0000,1.0000,0.0001,0.28,4911.0000,12.7860,295.0346,48.8822,81.7100,12.7143,False,
9786017,4.4980033,54956.640472,0.0742,0.0692,0.0737,0.0759,0.4994,0.0041,0.55,5753.0000,12.5020,297.5080,46.5216,80.3788,10.1377,False,
4751083,4.5323700,55000.409673,0.0404,0.0152,0.0262,0.0316,0.5070,0.0021,0.21,6058.0000,16.0280,293.0865,39.8018,72.8206,9.8166,False,
4372379,4.5351711,54966.216027,0.0012,-1.0000,0.1568,-1.0000,1.0000,0.0004,-1.00,6531.0000,13.8100,293.5203,39.4478,72.6580,9.3570,False,
5795648,4.5533695,54954.773067,0.0235,-1.0000,0.0245,-1.0000,1.0000,0.0002,0.16,6052.0000,11.4710,293.2944,41.0354,74.0080,10.2404,True,
10206340,4.5644014,54956.962646,0.5087,0.2432,0.1391,0.1338,0.5003,0.0102,0.61,5213.0000,11.2030,291.2451,47.2493,79.0656,14.2844,True,
10208759,4.5750307,54967.647038,0.3673,0.3347,0.0742,0.0718,0.5009,0.0009,0.51,6570.0000,13.9900,292.2557,47.2863,79.3991,13.6786,False,
6362386,4.5924016,54956.954223,0.0954,0.0043,0.0437,0.0390,0.5038,0.0003,0.32,6983.0000,12.9300,291.2642,41.7488,73.9652,11.9217,True,
11673686,4.6187690,54957.148279,0.0371,-1.0000,0.0570,-1.0000,1.0000,0.0032,0.40,5949.0000,11.6850,297.3154,49.7061,83.1623,11.7779,True,
11200405,4.6396000,55000.581225,0.0143,-1.0000,0.0317,-1.0000,1.0000,0.0009,0.23,5818.0000,16.8030,296.3541,48.8636,82.1013,11.9349,False,
4936180,4.6409218,54964.943578,0.0062,-1.0000,0.0105,-1.0000,1.0000,0.0006,-1.00,6287.0000,15.2700,295.1137,40.0712,73.7972,8.5680,False,
7025851,4.6810000,55000.868483,0.2374,0.2063,0.0342,0.0358,0.5015,0.0012,0.30,6054.0000,14.3900,289.3596,42.5302,74.0731,13.5322,False,
9071386,4.6933061,54955.782030,0.0167,0.0011,0.0508,0.0514,0.5065,0.0003,0.37,6324.0000,12.2910,283.1663,45.4031,75.0787,18.7443,True,
4346875,4.6942191,54966.779517,0.1705,0.0147,0.0333,0.0349,0.4996,0.0020,0.24,5339.0000,15.5840,285.5858,39.4791,70.0084,14.9064,False,
3862246,4.7024935,54969.307559,0.0042,-1.0000,0.0172,-1.0000,1.0000,0.0004,0.13,5265.0000,14.9160,294.5175,38.9563,72.5843,8.4441,False,
9635529,4.7039100,54957.860296,0.2276,0.1951,0.0481,0.0443,0.5015,0.0011,0.38,6347.0000,12.2300,284.7045,46.3788,76.4348,18.0790,True,
7199774,4.7081278,54955.947027,0.0514,-1.0000,0.0234,-1.0000,1.0000,0.0005,0.16,5633.0000,13.2790,291.6101,42.7598,75.0094,12.1324,False,
9528420,4.7084691,54967.152605,0.0372,-1.0000,0.0536,-1.0000,1.0000,0.0030,0.39,5982.0000,14.4170,292.6599,46.1595,78.4781,12.9417,False,
7943535,4.7193390,54957.075209,0.0117,0.0064,0.0223,0.0233,0.5954,0.0001,0.15,6516.0000,12.6720,284.5627,43.7743,73.8453,17.2391,True,
10287248,4.7222568,55733.752354,0.0843,0.0077,0.0282,0.0162,0.3379,0.0008,0.19,-1.0000,13.9870,296.6956,47.3273,80.8274,11.0109,True,
4947726,4.7260862,54965.922364,0.1767,0.0142,0.0319,0.0271,0.5504,0.0016,0.22,5638.0000,15.1810,297.6151,40.0608,74.7293,6.8911,False,
11287726,4.7377142,54965.324676,0.0969,0.0336,0.0471,0.0467,0.4997,0.0021,0.35,5167.0000,14.1760,286.5219,49.0692,79.5354,17.8938,False,
5481426,4.7681028,55002.190200,0.0897,0.0454,0.0255,0.0258,0.5016,0.0087,0.22,-1.0000,19.3190,299.6449,40.6906,76.0646,5.8780,False,
8554498,4.7803211,54999.437661,0.0010,-1.0000,0.0170,-1.0000,1.0000,0.0001,0.12,5766.0000,11.6650,289.7397,44.6474,76.1756,14.1576,True,
8700558,4.7918146,55006.514586,0.0001,-1.0000,0.0232,-1.0000,1.0000,0.0001,0.17,6234.0000,12.1740,295.9478,44.8278,78.3376,10.2837,False,
7691527,4.8002308,54968.782328,0.2595,0.2130,0.0255,0.0289,0.4571,0.0021,0.18,5354.0000,15.4310,294.7326,43.3495,76.5944,10.3614,False,
3869825,4.8006556,54972.135090,0.0156,0.0078,0.0741,0.1801,0.4701,0.0024,-1.00,6476.0000,13.3200,296.1339,38.9990,73.2309,7.3621,False,
6227560,4.8035123,55187.672503,0.0329,0.0090,0.0156,0.0256,0.4983,0.0011,0.13,4405.0000,15.9270,297.7585,41.5136,76.0537,7.5205,False,
4049124,4.8044707,54969.003883,0.1330,0.0051,0.0260,0.0247,0.5070,0.0006,0.17,5349.0000,14.6540,289.3142,39.1314,70.8964,12.1320,False,
5211470,4.8085954,55004.227339,0.0095,0.0066,0.0335,0.0283,0.5012,0.0007,0.28,4525.0000,13.0940,297.7085,40.3076,74.9806,6.9524,False,
5738698,4.8087739,54956.591698,0.3004,0.3057,0.0523,0.0469,0.5004,0.0005,0.41,6210.0000,11.9410,299.7198,40.9040,76.2777,5.9396,True,
10710755,4.8166114,54966.762895,0.0845,-1.0000,0.0317,-1.0000,1.0000,0.0012,0.22,5564.0000,14.8430,281.9364,48.0101,77.3988,20.3962,False,
6956216,4.8188300,54998.410568,0.0719,0.0074,0.0517,0.0497,0.4975,0.0005,0.37,-1.0000,14.5500,294.0878,42.4897,75.5974,10.3820,False,
7599004,4.8228925,54998.362255,0.0032,0.0033,0.0206,0.0203,0.5015,0.0003,0.17,6118.0000,14.7770,288.9104,43.2185,74.5790,14.1159,False,
10156064,4.8559364,54954.458136,0.1271,0.0553,0.0408,0.0434,0.5007,0.0002,0.32,7424.0000,10.3670,296.9934,47.1467,80.7636,10.7471,True,
9970937,4.8769322,54999.131102,0.0039,0.0028,0.2089,0.2007,0.4892,0.0003,0.88,8308.0000,9.7970,298.8540,46.8269,81.1090,9.4832,True,
8302455,4.8839763,54957.805712,0.0905,0.0909,0.0303,0.0302,0.5008,0.0044,0.29,5797.0000,11.5350,292.8627,44.2211,76.7601,11.9600,True,
2438061,4.8858521,55004.093627,0.0092,0.0051,0.0333,0.0341,0.5011,0.0008,0.28,-1.0000,-1.0000,290.2770,37.7910,69.9959,10.8725,True,
5649206,4.8934740,54998.774821,0.1467,0.1499,0.0329,0.0279,0.4999,0.0032,0.29,-1.0000,17.9910,298.9585,40.8636,75.9459,6.4129,False,
7362696,4.9313003,54967.849778,0.0006,-1.0000,0.0150,-1.0000,1.0000,0.0004,0.13,5246.0000,15.5350,291.7605,42.9239,75.2097,12.1049,False,
5310435,4.9313644,54956.290941,0.2660,0.0709,0.0820,0.0523,0.4985,0.0054,0.53,6215.0000,13.2540,299.8872,40.4873,75.9855,5.6154,False,
2449090,4.9440000,55001.811037,0.0764,0.0211,0.0317,0.0398,0.4994,0.0028,0.24,-1.0000,16.2370,292.6963,37.7072,70.7923,9.1258,False,
